Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY,matched_name
PPD-712,Seminar in Public Policy,4.0,Lecture,51250D,60.0,2:00-5:20pm,Tuesday,12.0,12.0,Pamela Mccann,20203,Public Policy and Management,2020,F,AY21,Pamela McCann
PPD-713,Advanced Planning Theory,4.0,Lecture,51251D,60.0,2:00-5:20pm,Wednesday,14.0,14.0,Lisa Schweitzer,20203,Urban Planning and Spatial Management,2020,F,AY21,Lisa Schweitzer
PPD-716,"Econometrics for Policy, Planning and Management I",4.0,Lecture,51293D,60.0,2:00-5:20pm,Monday,12.0,12.0,Nicolas Duquette,20203,Public Policy and Management,2020,F,AY21,Nicolas Duquette
PPD-794a,Doctoral Dissertation,2.0,Lecture,51257D,60.0,TBA,,12.0,10.0,Juliet Musso,20203,Public Policy and Management,2020,F,AY21,Juliet Ann Musso
PPD-794b,Doctoral Dissertation,2.0,Lecture,51258D,60.0,TBA,,10.0,1.0,Juliet Musso,20203,Public Policy and Management,2020,F,AY21,Juliet Ann Musso
PPD-794c,Doctoral Dissertation,2.0,Lecture,51259D,60.0,TBA,,11.0,11.0,Juliet Musso,20203,Public Policy and Management,2020,F,AY21,Juliet Ann Musso
PPD-794d,Doctoral Dissertation,2.0,Lecture,51260D,60.0,TBA,,10.0,2.0,Juliet Musso,20203,Public Policy and Management,2020,F,AY21,Juliet Ann Musso
PPD-794z,Doctoral Dissertation,0.0,Lecture,51261D,60.0,TBA,,12.0,7.0,Juliet Musso,20203,Public Policy and Management,2020,F,AY21,Juliet Ann Musso
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51072D,63.0,TBA,,25.0,16.0,Dr. Dora Kingsley Vertenten Kathleen Savant,20203,Public Policy and Management,2020,F,AY21,Dora Kingsley Vertenten
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51075D,63.0,TBA,,25.0,17.0,Dr. Dora Kingsley Vertenten Iridian Carranza,20203,Public Policy and Management,2020,F,AY21,Dora Kingsley Vertenten
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51076D,63.0,TBA,,25.0,20.0,Dr. Dora Kingsley Vertenten Katherine Cooley,20203,Public Policy and Management,2020,F,AY21,Dora Kingsley Vertenten
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51077D,63.0,TBA,,25.0,18.0,Dr. Dora Kingsley Vertenten Karin Koch,20203,Public Policy and Management,2020,F,AY21,Dora Kingsley Vertenten
PPDE-506,Professional Residency in Public Administration,1.0,Lecture,51078D,63.0,TBA,,25.0,16.0,Dr. Dora Kingsley Vertenten Nicolle Halbur,20203,Public Policy and Management,2020,F,AY21,Dora Kingsley Vertenten
PPDE-580,Social Innovation,4.0,Lecture,50915R,60.0,6:00-9:20pm,Monday,30.0,24.0,Christine Beckman,20203,Public Policy and Management,2020,F,AY21,Christine M. Beckman
PPDE-612,Consulting in Healthcare Organizations,2.0,Lecture,50902D,60.0,6:00-8:20pm,Thursday,25.0,13.0,Philip Dalton,20203,Health Policy and Management,2020,F,AY21,Phil Dalton
PPDE-630,Community Health Planning,4.0,Lecture,50903R,60.0,2:00-5:20pm,Tuesday,20.0,16.0,David Sloane,20203,Urban Planning and Spatial Management,2020,F,AY21,David Sloane
PPDE-636,Urban Spatial Ethnography and Critical Cartography,4.0,Lecture,50907D,60.0,9:00-12:20pm,Tuesday,30.0,26.0,Annette Kim,20203,Urban Planning and Spatial Management,2020,F,AY21,Annette M. Kim
PPDE-639,Housing Dynamics for Policy and Planning,4.0,Lecture,51073R,60.0,2:00-5:20pm,Monday,30.0,15.0,Dowell Myers,20203,Urban Planning and Spatial Management,2020,F,AY21,Dowell Myers
PPDE-649,"International Development NGOs: Theory, Policy and Manageme",4.0,Lecture,50914R,60.0,6:00-9:20pm,Monday,20.0,14.0,Rym Kaki,20203,Public Policy and Management,2020,F,AY21,Rym Kaki
PPDE-662,China from a US Policy Perspective,4.0,Lecture,50911R,60.0,6:00-9:20pm,Thursday,32.0,27.0,Eric Heikkila,20203,Urban Planning and Spatial Management,2020,F,AY21,Eric Heikkila
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,50912D,60.0,2:00-5:20pm,Tuesday,32.0,27.0,T.J. Mccarthy,20203,Public Policy and Management,2020,F,AY21,T.J. McCarthy
PPDE-668,Applied Econometrics for Program Evaluation,4.0,Lecture,50917D,60.0,2:00-5:20pm,Wednesday,32.0,28.0,T.J. Mccarthy,20203,Public Policy and Management,2020,F,AY21,T.J. McCarthy
PLUS-650,Public Policy and Globalization,4.0,Lecture,51555D,60.0,6:00-9:50pm,Thursday,18.0,15.0,Michael Thom,20203,Public Policy and Management,2020,F,AY21,Michael Thom
PLUS-663,Designing Livable Environments I,1.0,Lecture,51531D,545.0,TBA,,25.0,18.0,Elizabeth Falletta,20203,Urban Planning and Spatial Management,2020,F,AY21,Liz Falletta
PLUS-668,Big Data for Planning and Development,2.0,Lecture,51563D,919.0,5:30-6:30pm,Tuesday,25.0,14.0,John Cho,20203,Health Policy and Management,2020,F,AY21,John A. Romley
PLUS-669,Designing Livable Environments II,1.0,Lecture,51532D,545.0,TBA,,25.0,14.0,Elizabeth Falletta,20203,Urban Planning and Spatial Management,2020,F,AY21,Liz Falletta
PLUS-670,Communicating Data for Planning and Development,1.0,Lecture,51533D,545.0,TBA,,50.0,14.0,Dowell Myers,20203,Urban Planning and Spatial Management,2020,F,AY21,Dowell Myers
PLUS-670,Communicating Data for Planning and Development,1.0,Lecture,51538D,545.0,TBA,,17.0,17.0,Dowell Myers,20203,Urban Planning and Spatial Management,2020,F,AY21,Dowell Myers
PLUS-671,Leading a Collaborative City,4.0,Lecture,51565D,919.0,5:30-8:20pm,Monday,25.0,15.0,Frank Zerunyan,20203,Public Policy and Management,2020,F,AY21,Frank V. Zerunyan
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51550D,60.0,TBA,,20.0,10.0,Deborah Natoli,20203,Public Policy and Management,2020,F,AY21,Deborah J. Natoli
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0,Lecture,51552D,1.0,-,,20.0,3.0,Deborah Natoli,20203,Public Policy and Management,2020,F,AY21,Deborah J. Natoli
RED-325,Introduction to Finance in Cities,4.0,Lecture,51669D,60.0,4:00-5:50pm,"Mon, Wed",30.0,12.0,John Loper,20203,Real Estate Development,2020,F,AY21,John Loper
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51650R,60.0,8:00-9:50am,"Tue, Thu",40.0,27.0,Jorge De la Roca,20203,Real Estate Development,2020,F,AY21,Jorge De la Roca
RED-362,Real Estate Development Fundamentals,4.0,Lecture,51651R,60.0,12:00-1:50pm,"Tue, Thu",40.0,39.0,Jorge De la Roca,20203,Real Estate Development,2020,F,AY21,Jorge De la Roca
RED-375,Real Estate Development Analysis,4.0,Lecture,51644R,60.0,12:00-1:50pm,"Mon, Wed",27.0,26.0,Moussa Diop,20203,Real Estate Development,2020,F,AY21,Moussa Diop
RED-375,Real Estate Development Analysis,4.0,Lecture,51652R,60.0,8:00-9:50am,"Mon, Wed",25.0,20.0,Moussa Diop,20203,Real Estate Development,2020,F,AY21,Moussa Diop
RED-375,Real Estate Development Analysis,4.0,Lecture,51653R,60.0,8:30-11:50am,Friday,25.0,25.0,John Loper,20203,Real Estate Development,2020,F,AY21,John Loper
RED-425,Designing Livable Communities,4.0,Lecture,51656R,60.0,12:00-1:50pm,"Mon, Wed",25.0,25.0,Elizabeth Falletta,20203,Urban Planning and Spatial Management,2020,F,AY21,Liz Falletta
RED-435,Analyzing Real Estate Markets,4.0,Lecture,51659R,60.0,2:00-3:50pm,"Tue, Thu",25.0,25.0,Marylynne Boorn,20203,Real Estate Development,2020,F,AY21,Mary Lynne Boorn
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51660R,60.0,6:00-9:20pm,Wednesday,28.0,19.0,Christian Redfearn,20203,Real Estate Development,2020,F,AY21,Christian L. Redfearn
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,51665R,60.0,2:00-3:50pm,"Tue, Thu",28.0,28.0,Spencer Couts,20203,Real Estate Development,2020,F,AY21,Spencer Couts
RED-509,Market Analysis for Real Estate,4.0,Lecture,51600D,38.0,6:00-9:30pm,Tuesday,37.0,33.0,Marylynne Boorn,20203,Real Estate Development,2020,F,AY21,Mary Lynne Boorn
RED-511,Foundations of Real Estate Analysis,4.0,Lecture,51603R,38.0,6:00-9:20pm,Monday,30.0,17.0,John Loper,20203,Real Estate Development,2020,F,AY21,John Loper
RED-542,Finance of Real Estate Development,3.0,Lecture,51605D,38.0,6:00-8:50pm,Thursday,25.0,16.0,Spencer Couts,20203,Real Estate Development,2020,F,AY21,Spencer Couts
RED-551,The Approval Process,4.0,Lecture,51608D,38.0,8:30-11:50am,Thursday,30.0,17.0,Nicole Kuklok-Waldman Donna Shen Tripp,20203,Public Policy and Management,2020,F,AY21,Nicole E. Esparza
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51710D,820.0,TBA,,39.0,35.0,Lisa Ozaeta,20203,Health Policy and Management,2020,F,AY21,Lisa Ozaeta
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,51717D,820.0,TBA,,15.0,13.0,Lisa Ozaeta,20203,Health Policy and Management,2020,F,AY21,Lisa Ozaeta
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,51720D,820.0,TBA,,25.0,19.0,Alice Chen,20203,Health Policy and Management,2020,F,AY21,Alice Chen
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,51722D,820.0,TBA,,15.0,9.0,Alice Chen,20203,Health Policy and Management,2020,F,AY21,Alice Chen
HMGT-570,Strategic Management,4.0,Lecture,51712D,820.0,TBA,,38.0,28.0,Michael Harris,20203,Health Policy and Management,2020,F,AY21,Michael E. Harris
HMGT-575,Managing and Improving Health,4.0,Lecture,51723D,820.0,TBA,,28.0,23.0,Glenn Melnick,20203,Health Policy and Management,2020,F,AY21,Glenn Melnick
HMGT-575,Managing and Improving Health,4.0,Lecture,51724D,820.0,TBA,,30.0,11.0,Glenn Melnick,20203,Health Policy and Management,2020,F,AY21,Glenn Melnick
HMGT-600,Managing Risk,2.0,Lecture,51726D,820.0,TBA,,37.0,36.0,Michael Harris,20203,Health Policy and Management,2020,F,AY21,Michael E. Harris
HMGT-600,Managing Risk,2.0,Lecture,51727D,820.0,TBA,,20.0,8.0,Michael Harris,20203,Health Policy and Management,2020,F,AY21,Michael E. Harris
PPD-503,Economics for Public Policy,4.0,Lecture,51202D,59.0,5:30-7:35pm,"Mon, Wed",53.0,48.0,T.J. Mccarthy,20202,Public Policy and Management,2020,SU,AY21,T.J. McCarthy
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51396D,596.0,6:00-8:30pm,Tuesday,29.0,26.0,Mark Phillips,20202,Public Policy and Management,2020,SU,AY21,Mark Phillips
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,51317D,541.0,6:00-7:50pm,Monday,30.0,30.0,Philip Dalton,20202,Health Policy and Management,2020,SU,AY21,Phil Dalton
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,51319D,541.0,6:00-7:50pm,Wednesday,30.0,24.0,Philip Dalton,20202,Health Policy and Management,2020,SU,AY21,Phil Dalton
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51463D,593.0,TBA,,40.0,20.0,Juliet Musso,20202,Public Policy and Management,2020,SU,AY21,Juliet Ann Musso
PPD-542,Policy and Program Evaluation,4.0,Lecture,51307R,541.0,TBA,,28.0,26.0,Lois Takahashi,20202,Public Policy and Management,2020,SU,AY21,Lois M. Takahashi
PPD-546,Capstone in Public Administration,4.0,Lecture,51464D,593.0,TBA,,40.0,27.0,Dr. Dora Kingsley Vertenten,20202,Public Policy and Management,2020,SU,AY21,Dora Kingsley Vertenten
PPD-554,Foundations of Policy Analysis,4.0,Lecture,51404D,511.0,TBA,,29.0,27.0,Lois Takahashi,20202,Public Policy and Management,2020,SU,AY21,Lois M. Takahashi
PPD-599,Government Regulation: Theory and Practice,4.0,Lecture,51214R,59.0,5:00-9:35pm,Wednesday,25.0,13.0,Michael Thom,20202,Public Policy and Management,2020,SU,AY21,Michael Thom
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51778D,820.0,TBA,,30.0,20.0,Lisa Ozaeta,20202,Health Policy and Management,2020,SU,AY21,Lisa Ozaeta
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51779D,820.0,TBA,,30.0,27.0,Lisa Ozaeta,20202,Health Policy and Management,2020,SU,AY21,Lisa Ozaeta
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51780D,820.0,TBA,,30.0,29.0,Lisa Ozaeta,20202,Health Policy and Management,2020,SU,AY21,Lisa Ozaeta
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51781D,820.0,TBA,,25.0,11.0,Lisa Ozaeta,20202,Health Policy and Management,2020,SU,AY21,Lisa Ozaeta
PPD-613b,"Policy, Planning, and Development International Laboratory","3.0 units, max 6",Lecture,51333R,542.0,TBA,,25.0,6.0,Frank Zerunyan,20202,Public Policy and Management,2020,SU,AY21,Frank V. Zerunyan
PPD-628,Urban Planning and Social Policy,4.0,Lecture,51465D,593.0,TBA,,25.0,20.0,William Leach,20202,Public Policy and Management,2020,SU,AY21,William Leach
PPD-665,Contemporary Issues in Philanthropy,4.0,Lecture,51270R,541.0,TBA,,26.0,21.0,Jim Ferris,20202,Public Policy and Management,2020,SU,AY21,James M. Ferris
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,51466D,593.0,TBA,,25.0,7.0,Tara Blanc,20202,Public Policy and Management,2020,SU,AY21,Tara Blanc
PLUS-665,Economics for a Productive City,3.0,Lecture,51557D,919.0,5:30-6:45pm,Wednesday,25.0,14.0,Marlon Boarnet,20202,Urban Planning and Spatial Management,2020,SU,AY21,Marlon Boarnet
PLUS-671,Leading a Collaborative City,4.0,Lecture,51562D,919.0,5:30-7:00pm,Thursday,25.0,23.0,Frank Zerunyan,20202,Public Policy and Management,2020,SU,AY21,Frank V. Zerunyan
RED-542,Finance of Real Estate Development,3.0,Lecture,51602D,531.0,2:00-3:50pm,"Mon, Wed",30.0,18.0,Christian Redfearn,20202,Real Estate Development,2020,SU,AY21,Christian L. Redfearn
RED-551,The Approval Process,4.0,Lecture,51606D,531.0,6:00-8:50pm,"Tue, Thu",30.0,14.0,Allan Kotin Nicole Kuklok-Waldman,20202,Public Policy and Management,2020,SU,AY21,Nicole E. Esparza
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,51711D,820.0,TBA,,20.0,8.0,Paul Ginsburg,20202,Health Policy and Management,2020,SU,AY21,Paul B. Ginsburg
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,51713D,820.0,TBA,,15.0,8.0,Paul Ginsburg,20202,Health Policy and Management,2020,SU,AY21,Paul B. Ginsburg
HMGT-600,Managing Risk,2.0,Lecture,51725D,820.0,TBA,,24.0,19.0,Michael Harris,20202,Health Policy and Management,2020,SU,AY21,Michael E. Harris
HMGT-600,Managing Risk,2.0,Lecture,51735D,820.0,TBA,,32.0,29.0,Michael Harris,20202,Health Policy and Management,2020,SU,AY21,Michael E. Harris
HMGT-601,Operations Management for Accountability,4.0,Lecture,51718D,820.0,TBA,,31.0,26.0,Michael Harris,20202,Health Policy and Management,2020,SU,AY21,Michael E. Harris
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,51110D,1.0,12:00-1:50pm,"Tue, Thu",50.0,49.0,Grace Bahng,20201,Public Policy and Management,2020,SP,AY20,Grace Bahng
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51106D,1.0,10:00-11:50am,"Mon, Wed",62.0,63.0,Lisa Schweitzer,20201,Urban Planning and Spatial Management,2020,SP,AY20,Lisa Schweitzer
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,51142D,1.0,4:00-5:50pm,"Mon, Wed",80.0,77.0,Dowell Myers,20201,Urban Planning and Spatial Management,2020,SP,AY20,Dowell Myers
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,51111R,1.0,4:00-5:50pm,"Tue, Thu",40.0,38.0,Lavonna Lewis,20201,Health Policy and Management,2020,SP,AY20,LaVonna B. Lewis
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51105R,1.0,10:00-11:50am,"Tue, Thu",25.0,25.0,Julie Zissimopoulos,20201,Health Policy and Management,2020,SP,AY20,Julie M. Zissimopoulos
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51107R,1.0,2:00-3:50pm,"Mon, Wed",25.0,27.0,Emma Aguila Vega,20201,Health Policy and Management,2020,SP,AY20,Emma Aguila
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,51108R,1.0,10:00-11:50am,"Mon, Wed",25.0,27.0,Emma Aguila Vega,20201,Health Policy and Management,2020,SP,AY20,Emma Aguila
PPD-314,Public Policy and Law,4.0,Lecture,51118R,1.0,6:00-9:20pm,Wednesday,45.0,39.0,Frank Zerunyan,20201,Public Policy and Management,2020,SP,AY20,Frank V. Zerunyan
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,51120R,1.0,10:00-11:50am,"Mon, Wed",32.0,10.0,Darius Lakdawalla,20201,Health Policy and Management,2020,SP,AY20,Darius Lakdawalla
PPD-330,Introduction to Health Care Systems,4.0,Lecture,51102R,1.0,9:00-12:20pm,Friday,32.0,24.0,Glenn Melnick,20201,Health Policy and Management,2020,SP,AY20,Glenn Melnick
PPD-382,International Development,4.0,Lecture,51117R,1.0,10:00-11:50am,"Tue, Thu",32.0,13.0,Peter Robertson,20201,Public Policy and Management,2020,SP,AY20,Peter J. Robertson
PPD-414,Community Health Policy and Planning,4.0,Lecture,51128R,1.0,10:00-11:50am,"Tue, Thu",32.0,23.0,Lavonna Lewis,20201,Health Policy and Management,2020,SP,AY20,LaVonna B. Lewis
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,51133R,1.0,4:00-5:50pm,"Mon, Wed",31.0,31.0,John Loper,20201,Real Estate Development,2020,SP,AY20,John Loper
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,51301D,550.0,TBA,,12.0,12.0,Roberto Suro,20201,Public Policy and Management,2020,SP,AY20,Roberto Suro
PPD-503,Economics for Public Policy,4.0,Lecture,51220R,1.0,6:00-9:20pm,Wednesday,60.0,53.0,Mark Phillips,20201,Public Policy and Management,2020,SP,AY20,Mark Phillips
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51232R,1.0,4:00-5:50pm,Monday,32.0,32.0,Mark Phillips,20201,Public Policy and Management,2020,SP,AY20,Mark Phillips
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51236R,1.0,2:00-3:50pm,Monday,31.0,29.0,Mark Phillips,20201,Public Policy and Management,2020,SP,AY20,Mark Phillips
PPD-504,Essential Statistics for Public Management,2.0,Lecture,51461D,593.0,TBA,,45.0,30.0,John Calanni Steve Shea,20201,Real Estate Development,2020,SP,AY20,John Loper
PPD-512,Health Administration Residency Seminar,2.0,Lecture,51277D,1.0,6:00-7:50pm,Wednesday,68.0,49.0,Michael Low,20201,Health Policy and Management,2020,SP,AY20,Michael E. Harris
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51505D,1.0,6:00-9:20pm,Tuesday,25.0,16.0,Rosalie Pacula,20201,Health Policy and Management,2020,SP,AY20,Rosalie Pacula
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,51507R,1.0,6:00-9:20pm,Tuesday,20.0,16.0,Alice Chen,20201,Health Policy and Management,2020,SP,AY20,Alice Chen
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51204D,1.0,6:00-9:20pm,Wednesday,38.0,37.0,Philip Dalton,20201,Health Policy and Management,2020,SP,AY20,Phil Dalton
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,51266D,1.0,6:00-9:20pm,Thursday,35.0,30.0,Philip Dalton,20201,Health Policy and Management,2020,SP,AY20,Phil Dalton
PPD-518,Quality of Care Concepts,2.0,Lecture,51779D,820.0,TBA,,24.0,23.0,Michael Harris,20201,Health Policy and Management,2020,SP,AY20,Michael E. Harris
PPD-523,Urban and International Development,4.0,Lecture,51212R,1.0,2:00-5:20pm,Tuesday,60.0,55.0,Marlon Boarnet,20201,Urban Planning and Spatial Management,2020,SP,AY20,Marlon Boarnet
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0,Lecture,51226R,1.0,8:30-11:50am,Thursday,60.0,54.0,Geoff Boeing,20201,Urban Planning and Spatial Management,2020,SP,AY20,Geoff Boeing
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51214R,1.0,6:00-9:20pm,Thursday,31.0,31.0,Michael Thom,20201,Public Policy and Management,2020,SP,AY20,Michael Thom
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,51246R,1.0,2:00-5:20pm,Thursday,32.0,31.0,Michael Thom,20201,Public Policy and Management,2020,SP,AY20,Michael Thom
PPD-542,Policy and Program Evaluation,4.0,Lecture,51462D,593.0,TBA,,45.0,36.0,William Leach,20201,Public Policy and Management,2020,SP,AY20,William Leach
PPD-542,Policy and Program Evaluation,4.0,Lecture,51463D,593.0,TBA,,50.0,9.0,William Leach,20201,Public Policy and Management,2020,SP,AY20,William Leach
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,51465D,593.0,TBA,,30.0,12.0,Kelly Rawlings,20201,Public Policy and Management,2020,SP,AY20,Kelly Rawlings
PPD-546,Capstone in Public Administration,4.0,Lecture,51265D,1.0,6:00-9:20pm,Wednesday,24.0,16.0,Nicole Esparza,20201,Public Policy and Management,2020,SP,AY20,Nicole E. Esparza
PPD-546,Capstone in Public Administration,4.0,Lecture,51269D,1.0,6:00-9:20pm,Monday,28.0,28.0,Peter Robertson,20201,Public Policy and Management,2020,SP,AY20,Peter J. Robertson
PPD-546,Capstone in Public Administration,4.0,Lecture,51401D,530.0,TBA,,28.0,27.0,Lois Takahashi,20201,Public Policy and Management,2020,SP,AY20,Lois M. Takahashi
