Course number,Course title,Units,Type,Registered,Instructor,term,class_abbr
RED-417,History of Planning and Development,4.0,Lecture,36.0,Cara Mullio,20203,RED
RED-417,History of Planning and Development,4.0,Lecture,39.0,Todd Gish,20203,RED
RED-417,History of Planning and Development,4.0,Lecture,45.0,Clark Taylor,20203,RED
RED-425,Designing Livable Communities,4.0,Lecture,25.0,Elizabeth Falletta,20203,RED
RED-425,Designing Livable Communities,4.0,Lecture,23.0,Emily Taylor,20203,RED
RED-425,Designing Livable Communities,4.0,Lecture,24.0,Joseph Lutz,20203,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,19.0,Chris Macke,20203,RED
RED-435,Analyzing Real Estate Markets,4.0,Lecture,25.0,Marylynne Boorn,20203,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,19.0,Christian Redfearn,20203,RED
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,28.0,Spencer Couts,20203,RED
RED-509,Market Analysis for Real Estate,4.0,Lecture,33.0,Marylynne Boorn,20203,RED
RED-510,Real Estate Practice and Principles,4.0,Lecture,28.0,Joel Bryant,20203,RED
RED-511,Foundations of Real Estate Analysis,4.0,Lecture,17.0,John Loper,20203,RED
RED-542,Finance of Real Estate Development,3.0,Lecture,16.0,Spencer Couts,20203,RED
RED-542,Finance of Real Estate Development,3.0,Lab,16.0,Iain Gulin,20203,RED
RED-544,Real Estate Capital Markets,2.0,Lecture,33.0,Shlomi Ronen,20203,RED
RED-551,The Approval Process,4.0,Lecture,17.0,Nicole Kuklok-Waldman Donna Shen Tripp,20203,RED
RED-562,Legal Issues in Real Estate Development,4.0,Lecture,19.0,Keith Allen-Niesen,20203,RED
RED-563,Introduction to the Asset Management of Real Estate,2.0,Lecture,25.0,Stanley Iezman,20203,RED
RED-574,Building Typologies,2.0,Lecture,31.0,Carl Meyer Shawn Godkin,20203,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,2.0,Samantha Malisos,20203,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,15.0,Nam Joe,20203,RED
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,28.0,Darryl Brown,20203,HMGT
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,30.0,Darryl Brown,20203,HMGT
HMGT-512,Information Technology and Patient Engagement,2.0,Lecture,10.0,Michael Palacios,20203,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,35.0,Lisa Ozaeta,20203,HMGT
HMGT-520,Leading People and Health Care Organizations,4.0,Lecture,13.0,Lisa Ozaeta,20203,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,19.0,Alice Chen,20203,HMGT
HMGT-565,Managing the Organization's Financial Health,4.0,Lecture,9.0,Alice Chen,20203,HMGT
HMGT-570,Strategic Management,4.0,Lecture,28.0,Michael Harris,20203,HMGT
HMGT-570,Strategic Management,4.0,Lecture,18.0,Victor Pena,20203,HMGT
HMGT-570,Strategic Management,4.0,Lecture,14.0,Stanley Augustine,20203,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,23.0,Glenn Melnick,20203,HMGT
HMGT-575,Managing and Improving Health,4.0,Lecture,11.0,Glenn Melnick,20203,HMGT
HMGT-600,Managing Risk,2.0,Lecture,36.0,Michael Harris,20203,HMGT
HMGT-600,Managing Risk,2.0,Lecture,8.0,Michael Harris,20203,HMGT
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,29.0,Aggie Afarinesh,20202,PPD
PPD-500,Intersectoral Leadership,2.0,Lecture,5.0,Logan O'Shaugnessy,20202,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,48.0,T.J. Mccarthy,20202,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,27.0,Brandon De Bruhl,20202,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,26.0,Mark Phillips,20202,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,19.0,John Calanni,20202,PPD
PPD-511,Health Information Systems,2.0,Lecture,29.0,Matthew Lazari,20202,PPD
PPD-511,Health Information Systems,2.0,Lecture,21.0,Matthew Lazari,20202,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,30.0,Philip Dalton,20202,PPD
PPD-517,Concepts and Practices in Managing Health Care Organizations,2.0,Lecture,24.0,Philip Dalton,20202,PPD
PPD-540,Fundamentals of Public Administration,4.0,Lecture,33.0,Matthew Wheeler Cornelious Burke,20202,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,20.0,Juliet Musso,20202,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,26.0,Lois Takahashi,20202,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,18.0,Nicholas Cain,20202,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,27.0,Dr. Dora Kingsley Vertenten,20202,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,27.0,Lois Takahashi,20202,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,2.0,Samantha Malisos,20202,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,2.0,Samantha Malisos,20202,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,2.0,Samantha Malisos,20202,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,1.0,Samantha Malisos,20202,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,1.0,Samantha Malisos,20202,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,20202,PPD
PPD-599,Government Regulation: Theory and Practice,4.0,Lecture,13.0,Michael Thom,20202,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,20.0,Lisa Ozaeta,20202,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,27.0,Lisa Ozaeta,20202,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,29.0,Lisa Ozaeta,20202,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,11.0,Lisa Ozaeta,20202,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,18.0,Stanley Augustine,20202,PPD
PPD-613b,"Policy, Planning, and Development International Laboratory","3.0 units, max 6",Lecture,6.0,Frank Zerunyan,20202,PPD
PPD-628,Urban Planning and Social Policy,4.0,Lecture,20.0,William Leach,20202,PPD
PPD-642,Strategic Leadership of Organizations,4.0,Lecture,24.0,Carol Geffner,20202,PPD
PPD-658,Advocacy in Public Administration,4.0,Lecture,23.0,Matthew Wheeler,20202,PPD
PPD-665,Contemporary Issues in Philanthropy,4.0,Lecture,21.0,Jim Ferris,20202,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,19.0,Rick Culley,20202,PPD
PPD-673,Strategic Planning in the Public Sector,4.0,Lecture,7.0,Tara Blanc,20202,PPD
PPD-684,Leadership Development in the Public and Nonprofit Sectors,2.0,Lecture,16.0,Frederick Owusu,20202,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,1.0,Samantha Malisos,20202,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,2.0,Samantha Malisos,20202,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,12.0,Samantha Malisos,20202,PPD
PPDE-628,Introduction to Lean Health Care,2.0,Lecture,11.0,Trent Lim,20202,PPDE
PPDE-648,Performance Management,4.0,Lecture,14.0,Paul Bentley,20202,PPDE
PLUS-660,Economics of a Productive Development - A Public/Private Per,3.0,Lecture,17.0,Sherry Okun-Rudnak,20202,PLUS
PLUS-661,Politics and Process of Urban Development,2.0,Lecture,17.0,Clifford Graves,20202,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,14.0,Donald Spivack,20202,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0,Lecture,11.0,Donald Spivack,20202,PLUS
PLUS-665,Economics for a Productive City,3.0,Lecture,12.0,Ralph Mclaughlin,20202,PLUS
PLUS-665,Economics for a Productive City,3.0,Lecture,14.0,Marlon Boarnet,20202,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,14.0,La Mikia Castillo,20202,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0,Lecture,14.0,Katherine Perez,20202,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,14.0,Joongkoo Cho,20202,PLUS
PLUS-668,Big Data for Planning and Development,2.0,Lecture,15.0,Andrzej Rutkowski,20202,PLUS
PLUS-671,Leading a Collaborative City,4.0,Lecture,23.0,Frank Zerunyan,20202,PLUS
PLUS-672,Integrating Concepts for Action,1.0,Lecture,14.0,Nashia Lalani,20202,PLUS
PLUS-672,Integrating Concepts for Action,1.0,Lecture,9.0,Christopher Koontz,20202,PLUS
RED-437,Advanced Finance and Investment for Real Estate Development,4.0,Lecture,34.0,Brian Miller,20202,RED
RED-541,Finance Fundamentals for Real Estate Development,2.0,Lecture,9.0,Terri Dickerhoff,20202,RED
RED-542,Finance of Real Estate Development,3.0,Lecture,18.0,Christian Redfearn,20202,RED
RED-542,Finance of Real Estate Development,3.0,Lab,18.0,Iain Gulin,20202,RED
RED-547,Project Management and Construction,2.0,Lecture,15.0,Dennis Watsabaugh,20202,RED
RED-547,Project Management and Construction,2.0,Lecture,22.0,Dennis Watsabaugh,20202,RED
RED-551,The Approval Process,4.0,Lecture,14.0,Allan Kotin Nicole Kuklok-Waldman,20202,RED
RED-573,Design History and Criticism,2.0,Lecture,23.0,Nicholas Zaharov,20202,RED
RED-573,Design History and Criticism,2.0,Lecture,9.0,Nicholas Zaharov,20202,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,3.0,Samantha Malisos,20202,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,29.0,Richard Vogel,20202,RED
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,8.0,Paul Ginsburg,20202,HMGT
HMGT-540,"Health Economics, Financing and Reimbursement",2.0,Lecture,8.0,Paul Ginsburg,20202,HMGT
HMGT-600,Managing Risk,2.0,Lecture,21.0,Gary Blackard,20202,HMGT
HMGT-600,Managing Risk,2.0,Lecture,19.0,Michael Harris,20202,HMGT
HMGT-600,Managing Risk,2.0,Lecture,29.0,Michael Harris,20202,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,27.0,Victor Pena,20202,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,26.0,Michael Harris,20202,HMGT
HMGT-601,Operations Management for Accountability,4.0,Lecture,17.0,Gregory Chesley,20202,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,28.0,Joseph Sierra,20202,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,32.0,Stanley Augustine,20202,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0,Lecture,29.0,Joseph Sierra,20202,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,28.0,Sean Johnson,20202,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,29.0,Sean Johnson,20202,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0,Lecture,26.0,Gary Blackard,20202,HMGT
PPD-225,Public Policy and Management,4.0,Lecture,54.0,Janna Rezaee,20201,PPD
PPD-225,Public Policy and Management,4.0,Lecture,45.0,Shane Phillips,20201,PPD
PPD-240g,Citizenship and Public Ethics,4.0,Lecture,49.0,Grace Bahng,20201,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,63.0,Lisa Schweitzer,20201,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0,Lecture,77.0,Dowell Myers,20201,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0,Lecture,38.0,Lavonna Lewis,20201,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,27.0,Aggie Afarinesh,20201,PPD
PPD-301,PPD Practices: Internship Seminar,2.0,Lecture,34.0,Lauren Opgenorth,20201,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,25.0,Julie Zissimopoulos,20201,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,27.0,Emma Aguila Vega,20201,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0,Lecture,27.0,Emma Aguila Vega,20201,PPD
PPD-314,Public Policy and Law,4.0,Lecture,39.0,Frank Zerunyan,20201,PPD
PPD-320,Organizational Behavior in Public Administration,4.0,Lecture,10.0,Andrew I Barton,20201,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0,Lecture,10.0,Darius Lakdawalla,20201,PPD
PPD-330,Introduction to Health Care Systems,4.0,Lecture,24.0,Glenn Melnick,20201,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0,Lecture,25.0,Dan Mazmanian,20201,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0,Lecture,43.0,Cara Esposito,20201,PPD
PPD-373,Public Policy and Planning Analysis,4.0,Lecture,23.0,Thai Van Le,20201,PPD
PPD-382,International Development,4.0,Lecture,13.0,Peter Robertson,20201,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,14.0,Qiuana Williams,20201,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0,Lecture,22.0,Jocelyn Poe,20201,PPD
PPD-402,Management of Public and Nonprofit Organizations,4.0,Lecture,28.0,Gabriel Randolph Tan,20201,PPD
PPD-407,Financial Management of Public and Nonprofit Organizations,4.0,Lecture,23.0,Robert Smythe,20201,PPD
PPD-410,Comparative Urban Development,4.0,Lecture,36.0,Alison Linder,20201,PPD
PPD-412,GeoDesign Practicum,4.0,Lecture-Lab,12.0,Darren Ruddell,20201,PPD
PPD-414,Community Health Policy and Planning,4.0,Lecture,23.0,Lavonna Lewis,20201,PPD
PPD-427L,Geographic Information Systems and Planning Applications,4.0,Lecture-Lab,27.0,Daniel Inloes Jr,20201,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,31.0,John Loper,20201,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,27.0,Donald Spivack,20201,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,31.0,Ashley Atkinson,20201,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,11.0,Jason Neville,20201,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0,Lecture,12.0,Roberto Suro,20201,PPD
PPD-478,Social Innovation,4.0,Lecture,23.0,Megan Goulding,20201,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,1.0,Samantha Malisos,20201,PPD
PPD-497b,Senior Thesis,2.0,Lecture,5.0,Samantha Malisos,20201,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0,Lecture,21.0,Ke Ye,20201,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,53.0,Mark Phillips,20201,PPD
PPD-503,Economics for Public Policy,4.0,Lecture,20.0,John Calanni,20201,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,32.0,Mark Phillips,20201,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,29.0,Mark Phillips,20201,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,17.0,John Calanni,20201,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,10.0,Gentian Droboniku,20201,PPD
PPD-504,Essential Statistics for Public Management,2.0,Lecture,30.0,John Calanni Steve Shea,20201,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,36.0,Matthew Lazari,20201,PPD
PPD-510a,Financial Management of Health Services,4.0,Lecture,21.0,Samuel King,20201,PPD
PPD-510b,Financial Management of Health Services,2.0,Lecture,12.0,Denny Hooten,20201,PPD
PPD-511,Health Information Systems,2.0,Lecture,19.0,Michael Palacios,20201,PPD
PPD-511,Health Information Systems,2.0,Lecture,6.0,Michael Palacios,20201,PPD
PPD-512,Health Administration Residency Seminar,2.0,Lecture,49.0,Michael Low,20201,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,21.0,Ian Spatz,20201,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,16.0,Rosalie Pacula,20201,PPD
PPD-514,Economic Concepts Applied to Health,4.0,Lecture,16.0,Alice Chen,20201,PPD
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,37.0,Philip Dalton,20201,PPD
PPD-515,Strategic Management of Health Organizations,4.0,Lecture,30.0,Philip Dalton,20201,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,27.0,Amy Howell,20201,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,24.0,Ellen Rudy,20201,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,21.0,Sean Johnson,20201,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,23.0,Michael Harris,20201,PPD
PPD-518,Quality of Care Concepts,2.0,Lecture,10.0,Roger Peeks,20201,PPD
PPD-523,Urban and International Development,4.0,Lecture,55.0,Marlon Boarnet,20201,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,14.0,Alison Spindler,20201,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,19.0,Donald Spivack,20201,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0,Lecture,54.0,Geoff Boeing,20201,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,31.0,Michael Thom,20201,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,30.0,Daniel Jordan,20201,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,27.0,Linda Sanner,20201,PPD
PPD-541,Public Financial Management and Budgeting,4.0,Lecture,31.0,Michael Thom,20201,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,42.0,Keren Zhu,20201,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,36.0,William Leach,20201,PPD
PPD-542,Policy and Program Evaluation,4.0,Lecture,9.0,William Leach,20201,PPD
PPD-543,Internship Seminar,1.0,Lecture,12.0,Thomas Eng,20201,PPD
PPD-543,Internship Seminar,1.0,Lecture,12.0,Valerie Savior,20201,PPD
PPD-543,Internship Seminar,1.0,Lecture,3.0,Valerie Savior,20201,PPD
PPD-543,Internship Seminar,1.0,Lecture,3.0,Dian Johnson Harrison,20201,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,19.0,Paul Danczyk Juliet Lee,20201,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0,Lecture,12.0,Kelly Rawlings,20201,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,16.0,Nicole Esparza,20201,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,28.0,Peter Robertson,20201,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,27.0,Lois Takahashi,20201,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,17.0,Tara Blanc,20201,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,24.0,Juan Araque,20201,PPD
PPD-546,Capstone in Public Administration,4.0,Lecture,24.0,Nicholas Cain,20201,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,22.0,Dr. Dora Kingsley Vertenten,20201,PPD
PPD-554,Foundations of Policy Analysis,4.0,Lecture,21.0,Dr. Dora Kingsley Vertenten Matthew Wheeler,20201,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,33.0,Pamela McCann,20201,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,40.0,Pamela McCann,20201,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,14.0,Jeffrey Wasserman,20201,PPD
PPD-555,Public Policy Formulation and Implementation,4.0,Lecture,6.0,Mindy Romero,20201,PPD
PPD-557,Modeling and Operations Research,4.0,Lecture,15.0,Jeffrey Smith,20201,PPD
PPD-558,Multivariate Statistical Analysis,4.0,Lecture,20.0,Jonathan Eyer,20201,PPD
PPD-560,Methods for Policy Analysis,4.0,Lecture,38.0,Mark Phillips,20201,PPD
PPD-560,Methods for Policy Analysis,4.0,Lecture,34.0,T J McCarthy,20201,PPD
PPD-561b,Policy Analysis Practicum,3.0,Lecture,52.0,Juliet Musso Grace Bahng,20201,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0,Lecture,15.0,Rym Kaki,20201,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,11.0,Joshua Russell-Fritch,20201,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,10.0,Glenn Melnick,20201,PPD
PPD-582,Transportation System Security and Emergency Management,4.0,Lecture,19.0,Shahed Rowshan,20201,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,12.0,Samantha Malisos,20201,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,2.0,Allan Kotin,20201,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,2.0,Valerie Savior,20201,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,20201,PPD
PPD-599,Analytics for Healthcare Management,2.0,Lecture,25.0,Dan Mirakhor,20201,PPD
PPD-599,An Exploration of the Intelligence Community - From Policy to Cyber Espionage,4.0,Lecture,13.0,Michael Orosz,20201,PPD
PPD-600,Management of Managed Care Organizations,2.0,Lecture,28.0,Denny Hooten,20201,PPD
PPD-604,Seminar in Hospital Administration,4.0,Lecture,7.0,Victor Pena,20201,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,25.0,Stanley Augustine,20201,PPD
