Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,term,class_abbr
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51307R,541.0,TBA,,28.0,26.0,Lois Takahashi,20202,PPD
,,,Lecture,51401D,511.0,-,,28.0,0.0,Lois Takahashi,20202,PPD
PPD-546,Capstone in Public Administration,4.0 units,Lecture,51309D,541.0,TBA,,24.0,18.0,Nicholas Cain,20202,PPD
,,,Lecture,51464D,593.0,TBA,,40.0,27.0,Dr. Dora Kingsley Vertenten,20202,PPD
PPD-554,Foundations of Policy Analysis,4.0 units,Lecture,51404D,511.0,TBA,,29.0,27.0,Lois Takahashi,20202,PPD
PPD-589,Port Engineering: Planning and Operational Analysis,4.0 units,Lecture,29607D,908.0,-,,20.0,0.0,Hanh Le-Griffin,20202,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,51204D,50.0,TBA,,10.0,2.0,Samantha Malisos,20202,PPD
,,,Lecture,51209D,59.0,TBA,,10.0,2.0,Samantha Malisos,20202,PPD
,,,Lecture,51213D,51.0,TBA,,10.0,2.0,Samantha Malisos,20202,PPD
,,,Lecture,51220D,51.0,TBA,,10.0,1.0,Samantha Malisos,20202,PPD
,,,Lecture,51471D,593.0,TBA,,2.0,1.0,Samantha Malisos,20202,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51212D,59.0,TBA,,20.0,0.0,,20202,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20202,PPD
,Government Regulation: Theory and Practice,4.0,Lecture,51214R,59.0,5:00-9:35pm,Wednesday,25.0,13.0,Michael Thom,20202,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51778D,820.0,TBA,,30.0,20.0,Lisa Ozaeta,20202,PPD
,,,Lecture,51779D,820.0,TBA,,30.0,27.0,Lisa Ozaeta,20202,PPD
,,,Lecture,51780D,820.0,TBA,,30.0,29.0,Lisa Ozaeta,20202,PPD
,,,Lecture,51781D,820.0,TBA,,25.0,11.0,Lisa Ozaeta,20202,PPD
,,,Lecture,51782D,820.0,TBA,,25.0,18.0,Stanley Augustine,20202,PPD
PPD-613b,"Policy, Planning, and Development International Laboratory","3.0 units, max 6",Lecture,51333R,542.0,TBA,,25.0,6.0,Frank Zerunyan,20202,PPD
PPD-628,Urban Planning and Social Policy,4.0 units,Lecture,51465D,593.0,TBA,,25.0,20.0,William Leach,20202,PPD
PPD-642,Strategic Leadership of Organizations,4.0 units,Lecture,51451D,533.0,TBA,,24.0,24.0,Carol Geffner,20202,PPD
PPD-658,Advocacy in Public Administration,4.0 units,Lecture,51402D,511.0,TBA,,28.0,23.0,Matthew Wheeler,20202,PPD
PPD-665,Contemporary Issues in Philanthropy,4.0 units,Lecture,51270R,541.0,TBA,,26.0,21.0,Jim Ferris,20202,PPD
PPD-667,Public Ethics,4.0 units,Lecture,51312D,541.0,-,,18.0,0.0,Terry Cooper,20202,PPD
PPD-673,Strategic Planning in the Public Sector,4.0 units,Lecture,51330R,541.0,6:00-9:20pm,Tuesday,22.0,19.0,Rick Culley,20202,PPD
,,,Lecture,51466D,593.0,TBA,,25.0,7.0,Tara Blanc,20202,PPD
PPD-684,Leadership Development in the Public and Nonprofit Sectors,2.0 units,Lecture,51215R,59.0,6:00-8:05pm,Thursday,21.0,16.0,Frederick Owusu,20202,PPD
PPD-685,Human Resources Management in Public and Non-Profit Sectors,2.0 units,Lecture,51467D,593.0,TBA,,25.0,0.0,Tara Blanc,20202,PPD
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51201D,50.0,TBA,,20.0,1.0,Samantha Malisos,20202,PPD
,,,Lecture,51203D,51.0,TBA,,20.0,2.0,Samantha Malisos,20202,PPD
,,,Lecture,51211D,59.0,TBA,,15.0,12.0,Samantha Malisos,20202,PPD
,,,Lecture,51266D,51.0,TBA,,1.0,0.0,,20202,PPD
PPD-794a,Doctoral Dissertation,2.0 units,Lecture,51207D,59.0,TBA,,5.0,0.0,Juliet Musso,20202,PPD
PPD-794b,Doctoral Dissertation,2.0 units,Lecture,51208D,59.0,TBA,,10.0,0.0,Juliet Musso,20202,PPD
PPD-794c,Doctoral Dissertation,2.0 units,Lecture,51210D,59.0,TBA,,10.0,0.0,Juliet Musso,20202,PPD
PPD-794d,Doctoral Dissertation,2.0 units,Lecture,51216D,59.0,TBA,,10.0,0.0,Juliet Musso,20202,PPD
PPD-794z,Doctoral Dissertation,0.0 units,Lecture,51219D,59.0,TBA,,10.0,0.0,Juliet Musso,20202,PPD
PPDE-589,"Public Policy and Administration in the European Union, Germ",6.0 units,Lecture,51051D,523.0,-,,15.0,0.0,William Resh,20202,PPDE
PPDE-628,Introduction to Lean Health Care,2.0 units,Lecture,51052R,541.0,8:00-9:50pm,Monday,20.0,11.0,Trent Lim,20202,PPDE
PPDE-648,Performance Management,4.0 units,Lecture,51072D,593.0,TBA,,40.0,14.0,Paul Bentley,20202,PPDE
PLUS-660,Economics of a Productive Development - A Public/Private Per,3.0 units,Lecture,51551D,919.0,5:30-6:45pm,Monday,25.0,17.0,Sherry Okun-Rudnak,20202,PLUS
PLUS-661,Politics and Process of Urban Development,2.0 units,Lecture,51553D,919.0,5:30-6:30pm,Wednesday,25.0,17.0,Clifford Graves,20202,PLUS
PLUS-664,Urban Political Economy and Urban Development,2.0 units,Lecture,51554D,919.0,5:30-6:30pm,Monday,25.0,14.0,Donald Spivack,20202,PLUS
,,,Lecture,51555D,919.0,5:30-6:30pm,Wednesday,25.0,11.0,Donald Spivack,20202,PLUS
PLUS-665,Economics for a Productive City,3.0 units,Lecture,51556D,919.0,5:30-6:45pm,Tuesday,25.0,12.0,Ralph Mclaughlin,20202,PLUS
,,,Lecture,51557D,919.0,5:30-6:45pm,Wednesday,25.0,14.0,Marlon Boarnet,20202,PLUS
PLUS-667,Effective Engagement with Stakeholders,3.0 units,Lecture,51558D,919.0,5:30-6:45pm,Monday,25.0,14.0,La Mikia Castillo,20202,PLUS
,,,Lecture,51559D,919.0,5:30-6:45pm,Wednesday,25.0,14.0,Katherine Perez,20202,PLUS
PLUS-668,Big Data for Planning and Development,2.0 units,Lecture,51560D,919.0,5:30-6:30pm,Tuesday,25.0,14.0,Joongkoo Cho,20202,PLUS
,,,Lecture,51561D,919.0,5:30-6:30pm,Thursday,25.0,15.0,Andrzej Rutkowski,20202,PLUS
PLUS-671,Leading a Collaborative City,4.0 units,Lecture,51562D,919.0,5:30-7:00pm,Thursday,25.0,23.0,Frank Zerunyan,20202,PLUS
PLUS-672,Integrating Concepts for Action,1.0 unit,Lecture,51563D,919.0,5:30-6:15pm,Tuesday,25.0,14.0,Nashia Lalani,20202,PLUS
,,,Lecture,51564D,919.0,5:30-6:15pm,Wednesday,25.0,9.0,Christopher Koontz,20202,PLUS
RED-437,Advanced Finance and Investment for Real Estate Development,4.0 units,Lecture,51650R,55.0,6:00-9:20pm,"Mon, Wed",35.0,34.0,Brian Miller,20202,RED
RED-500,Real Estate Development and the Economy,2.0 units,Lecture,51601D,531.0,10:00-12:50pm,Tuesday,25.0,0.0,Tony Salazar,20202,RED
RED-541,Finance Fundamentals for Real Estate Development,2.0 units,Lecture,51600D,531.0,6:00-8:50pm,Monday,20.0,9.0,Terri Dickerhoff,20202,RED
RED-542,Finance of Real Estate Development,3.0 units,Lecture,51602D,531.0,2:00-3:50pm,"Mon, Wed",30.0,18.0,Christian Redfearn,20202,RED
,,,Lab,51603R,531.0,4:00-5:50pm,Wednesday,30.0,18.0,Iain Gulin,20202,RED
RED-547,Project Management and Construction,2.0 units,Lecture,51604D,531.0,6:00-8:50pm,Wednesday,25.0,15.0,Dennis Watsabaugh,20202,RED
,,,Lecture,51605D,531.0,6:00-8:50pm,Tuesday,25.0,22.0,Dennis Watsabaugh,20202,RED
RED-551,The Approval Process,4.0 units,Lecture,51606D,531.0,6:00-8:50pm,"Tue, Thu",30.0,14.0,Allan Kotin Nicole Kuklok-Waldman,20202,RED
RED-573,Design History and Criticism,2.0 units,Lecture,51607D,531.0,2:00-4:50pm,Tuesday,24.0,23.0,Nicholas Zaharov,20202,RED
,,,Lecture,51608D,531.0,6:00-8:50pm,Wednesday,15.0,9.0,Nicholas Zaharov,20202,RED
RED-590,Directed Research,1.0-12.0 units,Lecture,51610D,531.0,TBA,,10.0,3.0,Samantha Malisos,20202,RED
RED-598,Real Estate Product Development,"2.0-4.0 units, max 12",Lecture,51611D,531.0,6:00-8:50pm,Monday,35.0,29.0,Richard Vogel,20202,RED
HMGT-540,"Health Economics, Financing and Reimbursement",2.0 units,Lecture,51711D,820.0,TBA,,20.0,8.0,Paul Ginsburg,20202,HMGT
,,,Lecture,51713D,820.0,TBA,,15.0,8.0,Paul Ginsburg,20202,HMGT
HMGT-600,Managing Risk,2.0 units,Lecture,51724D,820.0,TBA,,24.0,21.0,Gary Blackard,20202,HMGT
,,,Lecture,51725D,820.0,TBA,,24.0,19.0,Michael Harris,20202,HMGT
,,,Lecture,51735D,820.0,TBA,,32.0,29.0,Michael Harris,20202,HMGT
HMGT-601,Operations Management for Accountability,4.0 units,Lecture,51717D,820.0,TBA,,31.0,27.0,Victor Pena,20202,HMGT
,,,Lecture,51718D,820.0,TBA,,31.0,26.0,Michael Harris,20202,HMGT
,,,Lecture,51728D,820.0,TBA,,30.0,17.0,Gregory Chesley,20202,HMGT
HMGT-602,Operational Efficiency Processes in Health Care Organizations,2.0 units,Lecture,51715D,820.0,TBA,,30.0,28.0,Joseph Sierra,20202,HMGT
,,,Lecture,51719D,820.0,TBA,,33.0,32.0,Stanley Augustine,20202,HMGT
,,,Lecture,51726D,820.0,TBA,,30.0,29.0,Joseph Sierra,20202,HMGT
HMGT-603,Developing &amp; Monitoring of Quality &amp; Patient Safety Outcomes,2.0 units,Lecture,51716D,820.0,TBA,,30.0,28.0,Sean Johnson,20202,HMGT
,,,Lecture,51727D,820.0,TBA,,30.0,29.0,Sean Johnson,20202,HMGT
,,,Lecture,51730D,820.0,TBA,,30.0,26.0,Gary Blackard,20202,HMGT
PPD-225,Public Policy and Management,4.0 units,Lecture,51100R,1.0,12:00-1:50pm,"Mon, Wed",55.0,54.0,Janna Rezaee,20201,PPD
,,,Lecture,51116R,1.0,6:00-9:20pm,Wednesday,55.0,45.0,Shane Phillips,20201,PPD
PPD-240g,Citizenship and Public Ethics,4.0 units,Lecture,51110D,1.0,12:00-1:50pm,"Tue, Thu",50.0,49.0,Grace Bahng,20201,PPD
PPD-245g,The Urban Context for Policy and Planning,4.0 units,Lecture,51106D,1.0,10:00-11:50am,"Mon, Wed",62.0,63.0,Lisa Schweitzer,20201,PPD
,,,Lecture,51109D,1.0,8:00-9:50am,"Tue, Thu",40.0,0.0,,20201,PPD
,,,Lecture,51142D,1.0,4:00-5:50pm,"Mon, Wed",80.0,77.0,Dowell Myers,20201,PPD
PPD-300,Social Justice Issues in Public Policy and Urban Planning .,4.0 units,Lecture,51111R,1.0,4:00-5:50pm,"Tue, Thu",40.0,38.0,Lavonna Lewis,20201,PPD
PPD-301,PPD Practices: Internship Seminar,2.0 units,Lecture,51104D,1.0,6:30-8:20pm,Wednesday,30.0,27.0,Aggie Afarinesh,20201,PPD
,,,Lecture,51150D,1.0,6:30-8:20pm,Tuesday,34.0,34.0,Lauren Opgenorth,20201,PPD
PPD-303,"Statistics for Policy, Planning, and Development",4.0 units,Lecture,51105R,1.0,10:00-11:50am,"Tue, Thu",25.0,25.0,Julie Zissimopoulos,20201,PPD
,,,Lecture,51107R,1.0,2:00-3:50pm,"Mon, Wed",25.0,27.0,Emma Aguila Vega,20201,PPD
,,,Lecture,51108R,1.0,10:00-11:50am,"Mon, Wed",25.0,27.0,Emma Aguila Vega,20201,PPD
PPD-314,Public Policy and Law,4.0 units,Lecture,51118R,1.0,6:00-9:20pm,Wednesday,45.0,39.0,Frank Zerunyan,20201,PPD
PPD-320,Organizational Behavior in Public Administration,4.0 units,Lecture,51113R,1.0,2:00-3:50pm,"Tue, Thu",30.0,10.0,Andrew I Barton,20201,PPD
PPD-325,Fundamentals of Health Policy and Management,4.0 units,Lecture,51120R,1.0,10:00-11:50am,"Mon, Wed",32.0,10.0,Darius Lakdawalla,20201,PPD
PPD-330,Introduction to Health Care Systems,4.0 units,Lecture,51102R,1.0,9:00-12:20pm,Friday,32.0,24.0,Glenn Melnick,20201,PPD
PPD-361,"Sustainable Communities, Policy and Planning",4.0 units,Lecture,51141R,1.0,12:00-1:50pm,"Wed, Fri",32.0,25.0,Dan Mazmanian,20201,PPD
PPD-371,The Nonprofit Sector and the Public Interest,4.0 units,Lecture,51130R,1.0,4:00-5:50pm,"Tue, Thu",45.0,43.0,Cara Esposito,20201,PPD
PPD-373,Public Policy and Planning Analysis,4.0 units,Lecture,51122D,1.0,8:00-9:50am,"Mon, Wed",30.0,23.0,Thai Van Le,20201,PPD
PPD-382,International Development,4.0 units,Lecture,51117R,1.0,10:00-11:50am,"Tue, Thu",32.0,13.0,Peter Robertson,20201,PPD
PPD-400,Topics in Public Policy and Urban Studies,4.0 units,Lecture,51123R,1.0,6:00-9:20pm,Wednesday,20.0,14.0,Qiuana Williams,20201,PPD
,,,Lecture,51149D,1.0,12:00-1:50pm,"Tue, Thu",20.0,22.0,Jocelyn Poe,20201,PPD
PPD-402,Management of Public and Nonprofit Organizations,4.0 units,Lecture,51136R,1.0,6:00-9:20pm,Thursday,35.0,28.0,Gabriel Randolph Tan,20201,PPD
PPD-407,Financial Management of Public and Nonprofit Organizations,4.0 units,Lecture,51124R,1.0,6:00-9:20pm,Tuesday,32.0,23.0,Robert Smythe,20201,PPD
PPD-410,Comparative Urban Development,4.0 units,Lecture,51115R,1.0,6:00-9:20pm,Wednesday,45.0,36.0,Alison Linder,20201,PPD
PPD-412,GeoDesign Practicum,4.0 units,Lecture-Lab,35667R,1.0,2:00-5:50pm,Monday,20.0,12.0,Darren Ruddell,20201,PPD
PPD-414,Community Health Policy and Planning,4.0 units,Lecture,51128R,1.0,10:00-11:50am,"Tue, Thu",32.0,23.0,Lavonna Lewis,20201,PPD
PPD-427L,Geographic Information Systems and Planning Applications,4.0 units,Lecture-Lab,51145R,1.0,6:30-9:50pm,Thursday,32.0,27.0,Daniel Inloes Jr,20201,PPD
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0 units,Lecture,51133R,1.0,4:00-5:50pm,"Mon, Wed",31.0,31.0,John Loper,20201,PPD
,,,Lecture,51134R,1.0,8:00-9:50am,"Mon, Wed",30.0,27.0,Donald Spivack,20201,PPD
,,,Lecture,51135R,1.0,6:00-9:20pm,Tuesday,31.0,31.0,Ashley Atkinson,20201,PPD
,,,Lecture,51300D,544.0,TBA,,12.0,11.0,Jason Neville,20201,PPD
,,,Lecture,51301D,550.0,TBA,,12.0,12.0,Roberto Suro,20201,PPD
PPD-478,Social Innovation,4.0 units,Lecture,51137R,1.0,6:00-9:20pm,Monday,32.0,23.0,Megan Goulding,20201,PPD
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51132D,1.0,TBA,,10.0,1.0,Samantha Malisos,20201,PPD
PPD-497b,Senior Thesis,2.0 units,Lecture,51138D,1.0,TBA,,10.0,5.0,Samantha Malisos,20201,PPD
PPD-501a,"Economics for Policy, Planning and Development",2.0 units,Lecture,51356D,786.0,9:30-12:50pm,Saturday,35.0,21.0,Ke Ye,20201,PPD
PPD-503,Economics for Public Policy,4.0 units,Lecture,51220R,1.0,6:00-9:20pm,Wednesday,60.0,53.0,Mark Phillips,20201,PPD
,,,Lecture,51460D,593.0,TBA,,50.0,20.0,John Calanni,20201,PPD
PPD-504,Essential Statistics for Public Management,2.0 units,Lecture,51232R,1.0,4:00-5:50pm,Monday,32.0,32.0,Mark Phillips,20201,PPD
,,,Lecture,51236R,1.0,2:00-3:50pm,Monday,31.0,29.0,Mark Phillips,20201,PPD
,,,Lecture,51380R,597.0,6:00-7:50pm,Monday,32.0,17.0,John Calanni,20201,PPD
,,,Lecture,51403D,530.0,6:00-7:50pm,Thursday,28.0,10.0,Gentian Droboniku,20201,PPD
,,,Lecture,51461D,593.0,TBA,,45.0,30.0,John Calanni Steve Shea,20201,PPD
PPD-510a,Financial Management of Health Services,4.0 units,Lecture,51278D,1.0,6:00-9:20pm,Monday,36.0,36.0,Matthew Lazari,20201,PPD
,,,Lecture,51281D,1.0,6:00-9:20pm,Thursday,35.0,21.0,Samuel King,20201,PPD
PPD-510b,Financial Management of Health Services,2.0 units,Lecture,51250R,1.0,6:00-7:50pm,Thursday,20.0,12.0,Denny Hooten,20201,PPD
PPD-511,Health Information Systems,2.0 units,Lecture,51775D,820.0,TBA,,33.0,19.0,Michael Palacios,20201,PPD
,,,Lecture,51783D,820.0,TBA,,26.0,6.0,Michael Palacios,20201,PPD
PPD-512,Health Administration Residency Seminar,2.0 units,Lecture,51277D,1.0,6:00-7:50pm,Wednesday,68.0,49.0,Michael Low,20201,PPD
PPD-514,Economic Concepts Applied to Health,4.0 units,Lecture,51275D,1.0,6:00-9:20pm,Tuesday,27.0,21.0,Ian Spatz,20201,PPD
,,,Lecture,51505D,1.0,6:00-9:20pm,Tuesday,25.0,16.0,Rosalie Pacula,20201,PPD
,,,Lecture,51507R,1.0,6:00-9:20pm,Tuesday,20.0,16.0,Alice Chen,20201,PPD
PPD-515,Strategic Management of Health Organizations,4.0 units,Lecture,51204D,1.0,6:00-9:20pm,Wednesday,38.0,37.0,Philip Dalton,20201,PPD
,,,Lecture,51266D,1.0,6:00-9:20pm,Thursday,35.0,30.0,Philip Dalton,20201,PPD
PPD-518,Quality of Care Concepts,2.0 units,Lecture,51205D,61.0,TBA,,28.0,27.0,Amy Howell,20201,PPD
,,,Lecture,51206D,61.0,TBA,,28.0,24.0,Ellen Rudy,20201,PPD
,,,Lecture,51778D,820.0,TBA,,24.0,21.0,Sean Johnson,20201,PPD
,,,Lecture,51779D,820.0,TBA,,24.0,23.0,Michael Harris,20201,PPD
,,,Lecture,51781D,820.0,TBA,,22.0,10.0,Roger Peeks,20201,PPD
PPD-523,Urban and International Development,4.0 units,Lecture,51212R,1.0,2:00-5:20pm,Tuesday,60.0,55.0,Marlon Boarnet,20201,PPD
PPD-531L,Planning Studio,"4.0-12.0 units, max 12",Lecture-Lab,51207D,1.0,6:00-9:20pm,Wednesday,25.0,14.0,Alison Spindler,20201,PPD
,,,Lecture-Lab,51217D,1.0,2:00-5:20pm,Thursday,25.0,19.0,Donald Spivack,20201,PPD
PPD-534,"Data, Evidence, and Communication of the Public Good",4.0 units,Lecture,51226R,1.0,8:30-11:50am,Thursday,60.0,54.0,Geoff Boeing,20201,PPD
PPD-540,Fundamentals of Public Administration,4.0 units,Lecture,51472D,593.0,TBA,,30.0,0.0,Tara Blanc,20201,PPD
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51214R,1.0,6:00-9:20pm,Thursday,31.0,31.0,Michael Thom,20201,PPD
,,,Lecture,51242R,1.0,2:00-5:20pm,Monday,32.0,30.0,Daniel Jordan,20201,PPD
,,,Lecture,51243R,1.0,6:00-9:20pm,Wednesday,32.0,27.0,Linda Sanner,20201,PPD
,,,Lecture,51246R,1.0,2:00-5:20pm,Thursday,32.0,31.0,Michael Thom,20201,PPD
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51352D,785.0,3:00-6:20pm,Friday,45.0,42.0,Keren Zhu,20201,PPD
,,,Lecture,51462D,593.0,TBA,,45.0,36.0,William Leach,20201,PPD
,,,Lecture,51463D,593.0,TBA,,50.0,9.0,William Leach,20201,PPD
PPD-543,Internship Seminar,1.0 unit,Lecture,51216R,1.0,6:00-7:50pm,Tuesday,25.0,12.0,Thomas Eng,20201,PPD
,,,Lecture,51223R,1.0,6:00-7:50pm,Wednesday,25.0,12.0,Valerie Savior,20201,PPD
,,,Lecture,51381D,597.0,6:00-7:50pm,Wednesday,20.0,3.0,Valerie Savior,20201,PPD
,,,Lecture,51468D,593.0,TBA,,20.0,3.0,Dian Johnson Harrison,20201,PPD
PPD-545,Public and Nonprofit Organizational Behavior,4.0 units,Lecture,51402D,530.0,TBA,,28.0,19.0,Paul Danczyk Juliet Lee,20201,PPD
,,,Lecture,51465D,593.0,TBA,,30.0,12.0,Kelly Rawlings,20201,PPD
,,,Lecture,51466D,593.0,TBA,,30.0,0.0,Kelly Rawlings,20201,PPD
PPD-546,Capstone in Public Administration,4.0 units,Lecture,51265D,1.0,6:00-9:20pm,Wednesday,24.0,16.0,Nicole Esparza,20201,PPD
,,,Lecture,51269D,1.0,6:00-9:20pm,Monday,28.0,28.0,Peter Robertson,20201,PPD
,,,Lecture,51401D,530.0,TBA,,28.0,27.0,Lois Takahashi,20201,PPD
,,,Lecture,51464D,593.0,TBA,,30.0,17.0,Tara Blanc,20201,PPD
,,,Lecture,51503D,1.0,6:00-9:20pm,Wednesday,24.0,24.0,Juan Araque,20201,PPD
,,,Lecture,51504D,1.0,6:00-9:20pm,Tuesday,24.0,24.0,Nicholas Cain,20201,PPD
PPD-552,Managing and Financing Public Engineering Works,3.0 units,Lecture,29762R,48.0,6:30-9:00pm,Monday,25.0,0.0,Patrick Harder,20201,PPD
PPD-554,Foundations of Policy Analysis,4.0 units,Lecture,51467D,593.0,TBA,,30.0,22.0,Dr. Dora Kingsley Vertenten,20201,PPD
,,,Lecture,51470D,593.0,TBA,,45.0,21.0,Dr. Dora Kingsley Vertenten Matthew Wheeler,20201,PPD
PPD-555,Public Policy Formulation and Implementation,4.0 units,Lecture,51285D,1.0,6:00-9:20pm,Thursday,40.0,33.0,Pamela McCann,20201,PPD
,,,Lecture,51287D,1.0,2:00-5:20pm,Thursday,40.0,40.0,Pamela McCann,20201,PPD
,,,Lecture,51354D,785.0,2:00-5:20pm,Wednesday,18.0,14.0,Jeffrey Wasserman,20201,PPD
,,,Lecture,51400D,530.0,TBA,,28.0,6.0,Mindy Romero,20201,PPD
PPD-557,Modeling and Operations Research,4.0 units,Lecture,51221R,1.0,6:00-9:20pm,Tuesday,32.0,15.0,Jeffrey Smith,20201,PPD
PPD-558,Multivariate Statistical Analysis,4.0 units,Lecture,51283D,1.0,2:00-5:20pm,Wednesday,32.0,20.0,Jonathan Eyer,20201,PPD
PPD-560,Methods for Policy Analysis,4.0 units,Lecture,51224D,1.0,2:00-5:20pm,Tuesday,38.0,38.0,Mark Phillips,20201,PPD
,,,Lecture,51267D,1.0,6:00-9:20pm,Wednesday,37.0,34.0,T J McCarthy,20201,PPD
PPD-561b,Policy Analysis Practicum,3.0 units,Lecture,51225D,1.0,10:00-12:50pm,Monday,52.0,52.0,Juliet Musso Grace Bahng,20201,PPD
PPD-569,Applied International Policy Analysis and Management Project,4.0 units,Lecture,51353D,785.0,8:30-11:50am,Wednesday,18.0,15.0,Rym Kaki,20201,PPD
PPD-572,Special Issues in International Public Policy,"1.0-4.0 units, max 12",Lecture,51355D,785.0,2:00-5:20pm,Thursday,18.0,11.0,Joshua Russell-Fritch,20201,PPD
,,,Lecture,51357D,785.0,1:00-2:50pm,Friday,15.0,10.0,Glenn Melnick,20201,PPD
PPD-582,Transportation System Security and Emergency Management,4.0 units,Lecture,29818R,48.0,6:00-9:20pm,Tuesday,20.0,19.0,Shahed Rowshan,20201,PPD
PPD-590,Directed Research,1.0-12.0 units,Lecture,51227D,1.0,TBA,,20.0,12.0,Samantha Malisos,20201,PPD
,,,Lecture,51297D,1.0,TBA,,2.0,2.0,Allan Kotin,20201,PPD
PPD-594a,Master&apos;s Thesis,2.0 units,Lecture,51228R,1.0,TBA,,10.0,0.0,,20201,PPD
PPD-594b,Master&apos;s Thesis,2.0 units,Lecture,51229R,1.0,TBA,,10.0,0.0,,20201,PPD
PPD-594z,Master&apos;s Thesis,0.0 units,Lecture,51230R,1.0,TBA,,10.0,0.0,,20201,PPD
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51291D,1.0,TBA,,20.0,2.0,Valerie Savior,20201,PPD
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20201,PPD
,Analytics for Healthcare Management,2.0,Lecture,51251D,61.0,TBA,,25.0,25.0,Dan Mirakhor,20201,PPD
,Public Private Partnerships,4.0,Lecture,51286R,61.0,-,,32.0,0.0,Jeffrey Talley,20201,PPD
,An Exploration of the Intelligence Community - From Policy to Cyber Espionage,4.0,Lecture,51298R,1.0,6:00-9:20pm,Wednesday,32.0,13.0,Michael Orosz,20201,PPD
PPD-600,Management of Managed Care Organizations,2.0 units,Lecture,51273D,61.0,TBA,,32.0,28.0,Denny Hooten,20201,PPD
PPD-604,Seminar in Hospital Administration,4.0 units,Lecture,51276R,61.0,TBA,,20.0,7.0,Victor Pena,20201,PPD
PPD-605,Frontline Issues in Health Services Administration and Policy,"2.0 units, max 6",Lecture,51776D,820.0,TBA,,30.0,25.0,Stanley Augustine,20201,PPD
,,,Lecture,51777D,820.0,TBA,,30.0,25.0,Stanley Augustine,20201,PPD
,,,Lecture,51780D,820.0,TBA,,29.0,29.0,Sean Johnson,20201,PPD
PPD-613a,"Policy, Planning, and Development International Laboratory","1.0 units, max 2",Lecture,51293R,1.0,9:00-12:20pm,Friday,18.0,7.0,Frank Zerunyan,20201,PPD
,,,Lecture,51294R,1.0,6:00-9:20pm,Thursday,22.0,0.0,Christine Beckman,20201,PPD
,,,Lecture,51295R,1.0,6:00-9:20pm,Tuesday,22.0,1.0,Eric Heikkila,20201,PPD
,,,Lecture,51396D,597.0,TBA,Thursday,1.0,0.0,Frank Zerunyan,20201,PPD
,,,Lecture,51473D,598.0,TBA,,7.0,2.0,Frank Zerunyan,20201,PPD
,,,Lecture,51474D,598.0,-,,5.0,0.0,Christine Beckman,20201,PPD
PPD-616,Participatory Methods in Planning and Policy,4.0 units,Lecture,51233R,1.0,6:00-9:20pm,Tuesday,25.0,11.0,Katherine Perez,20201,PPD
PPD-620,General Plans,4.0 units,Lecture,51241R,1.0,6:00-9:20pm,Tuesday,32.0,0.0,Woodie Tescher,20201,PPD
PPD-623,Community Development and Site Planning,4.0 units,Lecture,51240R,1.0,2:00-5:20pm,Wednesday,32.0,12.0,Elizabeth Falletta,20201,PPD
PPD-625,Planning and Economic Development Finance,4.0 units,Lecture,51237R,1.0,6:00-9:20pm,Wednesday,40.0,28.0,John Perfitt,20201,PPD
PPD-626,Public/Private and Mixed Enterprises Planning,2.0-4.0 units,Lecture,51261R,61.0,-,,25.0,0.0,Allan Kotin,20201,PPD
PPD-627,Design Skills for Urban Planners,4.0 units,Lecture,51262R,1.0,6:00-9:20pm,Thursday,32.0,12.0,Todd Larner,20201,PPD
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0 units,Lecture,51202R,1.0,10:00-11:50am,Wednesday,16.0,8.0,Mark Hanson,20201,PPD
,,,Lecture,51203R,1.0,12:00-1:50pm,Wednesday,16.0,7.0,Mark Hanson,20201,PPD
,,,Lecture,51247R,61.0,-,,24.0,19.0,Barry Waite Bonnie Shrewsbury,20201,PPD
PPD-633,Methods and Modeling Tools for Transportation Planning,4.0 units,Lecture,51272D,1.0,6:00-9:20pm,Thursday,30.0,20.0,Hsi-Hwa Hu,20201,PPD
PPD-641,"Leading Individuals, Groups and Teams",4.0 units,Lecture,51450D,533.0,TBA,,27.0,24.0,Carol Geffner,20201,PPD
PPD-647,Finance of the Public Sector,4.0 units,Lecture,51288D,1.0,6:00-9:20pm,Wednesday,32.0,13.0,Michael Thom,20201,PPD
PPD-651,Seminar in the Administration of Local Government,4.0 units,Lecture,51231R,1.0,6:00-9:20pm,Thursday,32.0,13.0,Carl Alameda,20201,PPD
,,,Lecture,51471D,593.0,TBA,,50.0,23.0,Daniel Gecker,20201,PPD
